force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
Metropolitan Police Service,E01001952,Hammersmith and Fulham 024D,337,2313,5,0.014,76.11
Metropolitan Police Service,E01002604,Hounslow 026A,337,2313,5,0.014,76.12
Metropolitan Police Service,E01003029,Lambeth 017A,337,2313,5,0.014,76.14
Metropolitan Police Service,E01003245,Lewisham 001B,337,2313,5,0.014,76.15
Metropolitan Police Service,E01003305,Lewisham 003E,337,2313,5,0.014,76.17
Metropolitan Police Service,E01003550,Newham 001D,337,2313,5,0.014,76.18
Metropolitan Police Service,E01003869,Richmond upon Thames 011B,337,2313,5,0.014,76.20
Metropolitan Police Service,E01000903,Camden 006E,336,2325,5,0.014,76.21
Metropolitan Police Service,E01001207,Ealing 018D,336,2325,5,0.014,76.22
Metropolitan Police Service,E01002128,Harrow 020A,336,2325,5,0.014,76.24
Metropolitan Police Service,E01003337,Lewisham 010B,336,2325,5,0.014,76.25
Metropolitan Police Service,E01033790,Bexley 008I,336,2325,5,0.014,76.27
Metropolitan Police Service,E01000710,Bromley 006B,335,2330,5,0.014,76.28
Metropolitan Police Service,E01001783,Hackney 026D,335,2330,5,0.014,76.30
Metropolitan Police Service,E01001788,Hackney 013C,335,2330,5,0.014,76.31
Metropolitan Police Service,E01003130,Lambeth 026A,335,2330,5,0.014,76.32
Metropolitan Police Service,E01004413,Waltham Forest 004C,335,2330,5,0.014,76.34
Metropolitan Police Service,E01034390,Lewisham 020F,335,2330,5,0.014,76.35
Metropolitan Police Service,E01000626,Brent 010E,334,2336,5,0.014,76.37
Metropolitan Police Service,E01000871,Camden 005A,334,2336,5,0.014,76.38
Metropolitan Police Service,E01001424,Enfield 030A,334,2336,5,0.014,76.40
Metropolitan Police Service,E01001861,Hammersmith and Fulham 006C,334,2336,5,0.014,76.41
Metropolitan Police Service,E01002094,Haringey 006C,334,2336,5,0.014,76.42
Metropolitan Police Service,E01002102,Haringey 007C,334,2336,5,0.014,76.44
Metropolitan Police Service,E01002162,Harrow 015C,334,2336,5,0.014,76.45
Metropolitan Police Service,E01002555,Hounslow 022A,334,2336,5,0.014,76.47
Metropolitan Police Service,E01002631,Hounslow 004E,334,2336,5,0.014,76.48
Metropolitan Police Service,E01003438,Merton 024A,334,2336,5,0.014,76.49
Metropolitan Police Service,E01000507,Brent 018C,333,2346,5,0.014,76.51
Metropolitan Police Service,E01000847,Camden 014D,333,2346,5,0.014,76.52
Metropolitan Police Service,E01000860,Camden 018D,333,2346,5,0.014,76.54
Metropolitan Police Service,E01001169,Croydon 028B,333,2346,5,0.014,76.55
Metropolitan Police Service,E01001702,Greenwich 015D,333,2346,5,0.014,76.57
Metropolitan Police Service,E01001772,Hackney 024A,333,2346,5,0.014,76.58
Metropolitan Police Service,E01001820,Hackney 024E,333,2346,5,0.014,76.59
Metropolitan Police Service,E01001895,Hammersmith and Fulham 009A,333,2346,5,0.014,76.61
Metropolitan Police Service,E01003070,Lambeth 033E,333,2346,5,0.014,76.62
Metropolitan Police Service,E01003252,Lewisham 002D,333,2346,5,0.014,76.64
Metropolitan Police Service,E01004032,Southwark 001B,333,2346,5,0.014,76.65
Metropolitan Police Service,E01032783,Tower Hamlets 031G,333,2346,5,0.014,76.67
Metropolitan Police Service,E01035681,Tower Hamlets 019F,333,2346,5,0.014,76.68
Metropolitan Police Service,E01035719,Westminster 021F,333,2346,5,0.014,76.69
Metropolitan Police Service,E01000197,Barnet 023A,332,2360,5,0.014,76.71
Metropolitan Police Service,E01001972,Haringey 004C,332,2360,5,0.014,76.72
Metropolitan Police Service,E01002314,Havering 004E,332,2360,5,0.014,76.74
Metropolitan Police Service,E01003490,Newham 019C,332,2360,5,0.014,76.75
Metropolitan Police Service,E01003951,Southwark 033E,332,2360,5,0.014,76.76
Metropolitan Police Service,E01000476,Brent 026C,331,2365,5,0.014,76.78
Metropolitan Police Service,E01000491,Brent 030B,331,2365,5,0.014,76.79
Metropolitan Police Service,E01000502,Brent 011D,331,2365,5,0.014,76.81
Metropolitan Police Service,E01001403,Enfield 021E,331,2365,5,0.014,76.82
Metropolitan Police Service,E01001413,Enfield 004D,331,2365,5,0.014,76.84
Metropolitan Police Service,E01001550,Enfield 006E,331,2365,5,0.014,76.85
Metropolitan Police Service,E01003111,Lambeth 002D,331,2365,5,0.014,76.86
Metropolitan Police Service,E01003274,Lewisham 014B,331,2365,5,0.014,76.88
Metropolitan Police Service,E01003911,Southwark 020A,331,2365,5,0.014,76.89
Metropolitan Police Service,E01000383,Bexley 028B,330,2374,5,0.014,76.91
Metropolitan Police Service,E01000899,Camden 002E,330,2374,5,0.014,76.92
Metropolitan Police Service,E01001005,Croydon 019A,330,2374,5,0.014,76.93
Metropolitan Police Service,E01001162,Croydon 001D,330,2374,5,0.014,76.95
Metropolitan Police Service,E01001540,Enfield 008C,330,2374,5,0.014,76.96
Metropolitan Police Service,E01001570,Enfield 026E,330,2374,5,0.014,76.98
Metropolitan Police Service,E01001678,Greenwich 017A,330,2374,5,0.014,76.99
Metropolitan Police Service,E01002053,Haringey 032A,330,2374,5,0.014,77.00
Metropolitan Police Service,E01002603,Hounslow 025E,330,2374,5,0.014,77.02
Metropolitan Police Service,E01002646,Hounslow 017B,330,2374,5,0.014,77.03
Metropolitan Police Service,E01003283,Lewisham 013B,330,2374,5,0.014,77.05
Metropolitan Police Service,E01003632,Newham 020B,330,2374,5,0.014,77.06
Metropolitan Police Service,E01003681,Redbridge 036G,330,2374,5,0.014,77.07
Metropolitan Police Service,E01004102,Sutton 015E,330,2374,5,0.014,77.09
Metropolitan Police Service,E01004330,Waltham Forest 028D,330,2374,5,0.014,77.10
Metropolitan Police Service,E01032564,Lewisham 037E,330,2374,5,0.014,77.12
Metropolitan Police Service,E01033740,Greenwich 002F,330,2374,5,0.014,77.13
Metropolitan Police Service,E01034391,Lewisham 020G,330,2374,5,0.014,77.15
Metropolitan Police Service,E01035685,Tower Hamlets 020F,330,2374,5,0.014,77.16
Metropolitan Police Service,E01000571,Brent 012B,329,2393,5,0.014,77.17
Metropolitan Police Service,E01000609,Brent 016C,329,2393,5,0.014,77.19
Metropolitan Police Service,E01001544,Enfield 009D,329,2393,5,0.014,77.20
Metropolitan Police Service,E01002297,Havering 004D,329,2393,5,0.014,77.22
Metropolitan Police Service,E01002311,Havering 006C,329,2393,5,0.014,77.23
Metropolitan Police Service,E01002610,Hounslow 028C,329,2393,5,0.014,77.24
Metropolitan Police Service,E01003498,Newham 027B,329,2393,5,0.014,77.26
Metropolitan Police Service,E01003663,Redbridge 037A,329,2393,5,0.014,77.27
Metropolitan Police Service,E01000820,Bromley 008C,328,2401,5,0.014,77.29
Metropolitan Police Service,E01000990,Croydon 045A,328,2401,5,0.014,77.30
Metropolitan Police Service,E01001147,Croydon 005A,328,2401,5,0.014,77.31
Metropolitan Police Service,E01001188,Croydon 014D,328,2401,5,0.014,77.33
Metropolitan Police Service,E01001514,Enfield 016E,328,2401,5,0.014,77.34
Metropolitan Police Service,E01001736,Hackney 012A,328,2401,5,0.014,77.36
Metropolitan Police Service,E01001773,Hackney 025E,328,2401,5,0.014,77.37
Metropolitan Police Service,E01002371,Havering 028D,328,2401,5,0.014,77.38
Metropolitan Police Service,E01002413,Hillingdon 022B,328,2401,5,0.014,77.40
Metropolitan Police Service,E01002969,Kingston upon Thames 005B,328,2401,5,0.014,77.41
Metropolitan Police Service,E01003141,Lambeth 034B,328,2401,5,0.014,77.43
Metropolitan Police Service,E01004553,Wandsworth 015A,328,2401,5,0.014,77.44
Metropolitan Police Service,E01032777,Tower Hamlets 035A,328,2401,5,0.014,77.45
Metropolitan Police Service,E01000121,Barnet 010C,327,2414,5,0.014,77.47
Metropolitan Police Service,E01000424,Bexley 026A,327,2414,5,0.014,77.48
Metropolitan Police Service,E01000876,Camden 013B,327,2414,5,0.014,77.50
Metropolitan Police Service,E01001563,Enfield 029C,327,2414,5,0.014,77.51
Metropolitan Police Service,E01001693,Greenwich 001C,327,2414,5,0.014,77.52
Metropolitan Police Service,E01003301,Lewisham 003C,327,2414,5,0.014,77.54
Metropolitan Police Service,E01032572,Ealing 040D,327,2414,5,0.014,77.55
Metropolitan Police Service,E01000040,Barking and Dagenham 019A,326,2421,5,0.014,77.56
Metropolitan Police Service,E01002312,Havering 001C,326,2421,5,0.014,77.58
Metropolitan Police Service,E01002551,Hillingdon 025C,326,2421,5,0.014,77.59
Metropolitan Police Service,E01002810,Islington 003F,326,2421,5,0.014,77.61
Metropolitan Police Service,E01004195,Sutton 006E,326,2421,5,0.014,77.62
Metropolitan Police Service,E01033150,Enfield 003G,326,2421,5,0.014,77.63
Metropolitan Police Service,E01034389,Lewisham 001H,326,2421,5,0.014,77.65
Metropolitan Police Service,E01001718,Hackney 007D,325,2428,5,0.014,77.66
Metropolitan Police Service,E01001837,Hackney 023B,325,2428,5,0.014,77.68
Metropolitan Police Service,E01002214,Harrow 031A,325,2428,5,0.014,77.69
Metropolitan Police Service,E01002215,Harrow 031B,325,2428,5,0.014,77.70
Metropolitan Police Service,E01002456,Hillingdon 017C,325,2428,5,0.014,77.72
Metropolitan Police Service,E01003359,Merton 006A,325,2428,5,0.014,77.73
Metropolitan Police Service,E01032570,Bromley 042D,325,2428,5,0.014,77.75
Metropolitan Police Service,E01035492,Wandsworth 010J,325,2428,5,0.014,77.76
Metropolitan Police Service,E01002151,Harrow 006D,324,2436,5,0.014,77.77
Metropolitan Police Service,E01003360,Merton 006B,324,2436,5,0.014,77.79
Metropolitan Police Service,E01003460,Merton 002A,324,2436,5,0.014,77.80
Metropolitan Police Service,E01003514,Newham 036C,324,2436,5,0.014,77.81
Metropolitan Police Service,E01003762,Redbridge 009D,324,2436,5,0.014,77.83
Metropolitan Police Service,E01003860,Richmond upon Thames 002E,324,2436,5,0.014,77.84
Metropolitan Police Service,E01000031,Barking and Dagenham 002A,323,2442,5,0.014,77.86
Metropolitan Police Service,E01001144,Croydon 007E,323,2442,5,0.014,77.87
Metropolitan Police Service,E01001161,Croydon 003D,323,2442,5,0.014,77.88
Metropolitan Police Service,E01001522,Enfield 019B,323,2442,5,0.014,77.90
Metropolitan Police Service,E01001587,Greenwich 016D,323,2442,5,0.014,77.91
Metropolitan Police Service,E01001984,Haringey 033A,323,2442,5,0.014,77.92
Metropolitan Police Service,E01002250,Havering 017E,323,2442,5,0.014,77.94
Metropolitan Police Service,E01002518,Hillingdon 022C,323,2442,5,0.014,77.95
Metropolitan Police Service,E01003577,Newham 005C,323,2442,5,0.014,77.97
Metropolitan Police Service,E01004138,Sutton 013C,323,2442,5,0.014,77.98
Metropolitan Police Service,E01004398,Waltham Forest 009A,323,2442,5,0.014,77.99
Metropolitan Police Service,E01034140,Croydon 015G,323,2442,5,0.014,78.01
Metropolitan Police Service,E01000165,Barnet 022E,322,2454,5,0.014,78.02
Metropolitan Police Service,E01000623,Brent 005C,322,2454,5,0.014,78.04
Metropolitan Police Service,E01001258,Ealing 010B,322,2454,5,0.014,78.05
Metropolitan Police Service,E01001482,Enfield 023B,322,2454,5,0.014,78.06
Metropolitan Police Service,E01002680,Hounslow 009D,322,2454,5,0.014,78.08
Metropolitan Police Service,E01002845,Kensington and Chelsea 019B,322,2454,5,0.014,78.09
Metropolitan Police Service,E01003354,Lewisham 026D,322,2454,5,0.014,78.10
Metropolitan Police Service,E01003865,Richmond upon Thames 004F,322,2454,5,0.014,78.12
Metropolitan Police Service,E01004030,Southwark 007A,322,2454,5,0.014,78.13
Metropolitan Police Service,E01004677,Westminster 005C,322,2454,5,0.014,78.14
Metropolitan Police Service,E01032569,Croydon 045E,322,2454,5,0.014,78.16
Metropolitan Police Service,E01033870,Southwark 004G,322,2454,5,0.014,78.17
Metropolitan Police Service,E01000965,Camden 016C,321,2466,5,0.014,78.19
Metropolitan Police Service,E01001153,Croydon 006D,321,2466,5,0.014,78.20
Metropolitan Police Service,E01002087,Haringey 019D,321,2466,5,0.014,78.21
Metropolitan Police Service,E01003345,Lewisham 010E,321,2466,5,0.014,78.23
Metropolitan Police Service,E01003350,Lewisham 030C,321,2466,5,0.014,78.24
Metropolitan Police Service,E01004015,Southwark 028C,321,2466,5,0.014,78.25
Metropolitan Police Service,E01004037,Southwark 010B,321,2466,5,0.014,78.27
Metropolitan Police Service,E01004524,Wandsworth 037D,321,2466,5,0.014,78.28
Metropolitan Police Service,E01035494,Wandsworth 018E,321,2466,5,0.014,78.30
Metropolitan Police Service,E01000015,Barking and Dagenham 009A,320,2475,5,0.014,78.31
Metropolitan Police Service,E01000725,Bromley 023B,320,2475,5,0.014,78.32
Metropolitan Police Service,E01000926,Camden 009E,320,2475,5,0.014,78.34
Metropolitan Police Service,E01002062,Haringey 034D,320,2475,5,0.014,78.35
Metropolitan Police Service,E01002913,Kensington and Chelsea 021E,320,2475,5,0.014,78.36
Metropolitan Police Service,E01003127,Lambeth 010E,320,2475,5,0.014,78.38
Metropolitan Police Service,E01003157,Lambeth 023C,320,2475,5,0.014,78.39
Metropolitan Police Service,E01003227,Lewisham 019B,320,2475,5,0.014,78.40
Metropolitan Police Service,E01003351,Lewisham 026C,320,2475,5,0.014,78.42
Metropolitan Police Service,E01004752,Westminster 022D,320,2475,5,0.014,78.43
Metropolitan Police Service,E01000051,Barking and Dagenham 021D,319,2485,5,0.014,78.45
Metropolitan Police Service,E01001170,Croydon 047D,319,2485,5,0.014,78.46
Metropolitan Police Service,E01001902,Hammersmith and Fulham 019C,319,2485,5,0.014,78.47
Metropolitan Police Service,E01002574,Hounslow 001D,319,2485,5,0.014,78.49
Metropolitan Police Service,E01002669,Hounslow 014B,319,2485,5,0.014,78.50
Metropolitan Police Service,E01002694,Islington 019A,319,2485,5,0.014,78.51
Metropolitan Police Service,E01003455,Merton 005E,319,2485,5,0.014,78.53
Metropolitan Police Service,E01003741,Redbridge 031E,319,2485,6,0.014,78.54
Metropolitan Police Service,E01004345,Waltham Forest 010A,319,2485,6,0.014,78.55
Metropolitan Police Service,E01004400,Waltham Forest 009C,319,2485,6,0.014,78.57
Metropolitan Police Service,E01004451,Waltham Forest 005D,319,2485,6,0.014,78.58
Metropolitan Police Service,E01000033,Barking and Dagenham 006A,318,2496,6,0.014,78.60
Metropolitan Police Service,E01000983,Croydon 017D,318,2496,6,0.014,78.61
Metropolitan Police Service,E01001194,Croydon 045D,318,2496,6,0.014,78.62
Metropolitan Police Service,E01001789,Hackney 015C,318,2496,6,0.014,78.64
Metropolitan Police Service,E01001883,Hammersmith and Fulham 017D,318,2496,6,0.014,78.65
Metropolitan Police Service,E01002342,Havering 030A,318,2496,6,0.014,78.66
Metropolitan Police Service,E01002501,Hillingdon 026B,318,2496,6,0.014,78.68
Metropolitan Police Service,E01002511,Hillingdon 017E,318,2496,6,0.014,78.69
Metropolitan Police Service,E01002931,Kingston upon Thames 007C,318,2496,6,0.014,78.70
Metropolitan Police Service,E01003137,Lambeth 022B,318,2496,6,0.014,78.72
Metropolitan Police Service,E01003272,Lewisham 014A,318,2496,6,0.014,78.73
Metropolitan Police Service,E01003977,Southwark 010A,318,2496,6,0.014,78.74
Metropolitan Police Service,E01004435,Waltham Forest 023E,318,2496,6,0.014,78.76
Metropolitan Police Service,E01004633,Wandsworth 022D,318,2496,6,0.014,78.77
Metropolitan Police Service,E01033937,Brent 027G,318,2496,6,0.014,78.79
Metropolitan Police Service,E01035688,Tower Hamlets 021I,318,2496,6,0.014,78.80
Metropolitan Police Service,E01000311,Barnet 034D,317,2512,6,0.014,78.81
Metropolitan Police Service,E01001195,Ealing 021A,317,2512,6,0.014,78.83
Metropolitan Police Service,E01001449,Enfield 003E,317,2512,6,0.014,78.84
Metropolitan Police Service,E01001982,Haringey 018C,317,2512,6,0.014,78.85
Metropolitan Police Service,E01002369,Havering 028B,317,2512,6,0.014,78.87
Metropolitan Police Service,E01003750,Redbridge 001G,317,2512,6,0.014,78.88
Metropolitan Police Service,E01000816,Bromley 040A,316,2518,6,0.013,78.89
Metropolitan Police Service,E01001086,Croydon 003B,316,2518,6,0.013,78.91
Metropolitan Police Service,E01001960,Hammersmith and Fulham 003D,316,2518,6,0.013,78.92
Metropolitan Police Service,E01002999,Kingston upon Thames 013E,316,2518,6,0.013,78.93
Metropolitan Police Service,E01003174,Lambeth 024C,316,2518,6,0.013,78.95
Metropolitan Police Service,E01003211,Lewisham 008B,316,2518,6,0.013,78.96
Metropolitan Police Service,E01003573,Newham 017C,316,2518,6,0.013,78.97
Metropolitan Police Service,E01004445,Waltham Forest 018C,316,2518,6,0.013,78.99
Metropolitan Police Service,E01004572,Wandsworth 016A,316,2518,6,0.013,79.00
Metropolitan Police Service,E01034591,Harrow 013F,316,2518,6,0.013,79.01
Metropolitan Police Service,E01035690,Tower Hamlets 023E,316,2518,6,0.013,79.03
Metropolitan Police Service,E01000352,Bexley 021D,315,2529,6,0.013,79.04
Metropolitan Police Service,E01000516,Brent 002C,315,2529,6,0.013,79.06
Metropolitan Police Service,E01001637,Greenwich 009D,315,2529,6,0.013,79.07
Metropolitan Police Service,E01002538,Hillingdon 005C,315,2529,6,0.013,79.08
Metropolitan Police Service,E01002971,Kingston upon Thames 005C,315,2529,6,0.013,79.10
Metropolitan Police Service,E01003870,Richmond upon Thames 011C,315,2529,6,0.013,79.11
Metropolitan Police Service,E01004150,Sutton 021C,315,2529,6,0.013,79.12
Metropolitan Police Service,E01004280,Tower Hamlets 032A,315,2529,6,0.013,79.14
Metropolitan Police Service,E01034190,Greenwich 040C,315,2529,6,0.013,79.15
Metropolitan Police Service,E01035720,Westminster 021G,315,2529,6,0.013,79.16
Metropolitan Police Service,E01000964,Camden 016B,314,2539,6,0.013,79.18
Metropolitan Police Service,E01001263,Ealing 010D,314,2539,6,0.013,79.19
Metropolitan Police Service,E01001847,Hackney 018B,314,2539,6,0.013,79.20
Metropolitan Police Service,E01002277,Havering 002A,314,2539,6,0.013,79.22
Metropolitan Police Service,E01002531,Hillingdon 029E,314,2539,6,0.013,79.23
Metropolitan Police Service,E01002563,Hounslow 006A,314,2539,6,0.013,79.24
Metropolitan Police Service,E01002621,Hounslow 011B,314,2539,6,0.013,79.26
Metropolitan Police Service,E01003115,Lambeth 034A,314,2539,6,0.013,79.27
Metropolitan Police Service,E01004059,Southwark 008D,314,2539,6,0.013,79.28
Metropolitan Police Service,E01033914,Barnet 024H,314,2539,6,0.013,79.30
Metropolitan Police Service,E01000153,Barnet 026D,313,2549,6,0.013,79.31
Metropolitan Police Service,E01001210,Ealing 016A,313,2549,6,0.013,79.32
Metropolitan Police Service,E01001391,Enfield 036B,313,2549,6,0.013,79.34
Metropolitan Police Service,E01001819,Hackney 020E,313,2549,6,0.013,79.35
Metropolitan Police Service,E01002010,Haringey 030C,313,2549,6,0.013,79.36
Metropolitan Police Service,E01002061,Haringey 036A,313,2549,6,0.013,79.38
Metropolitan Police Service,E01002675,Hounslow 009A,313,2549,6,0.013,79.39
Metropolitan Police Service,E01003586,Newham 003C,313,2549,6,0.013,79.40
Metropolitan Police Service,E01003826,Richmond upon Thames 023E,313,2549,6,0.013,79.42
Metropolitan Police Service,E01004369,Waltham Forest 023A,313,2549,6,0.013,79.43
Metropolitan Police Service,E01000329,Bexley 017C,312,2559,6,0.013,79.44
